Make,Model,Meter,ServiceOrderID,Wo Number,Wo Segment,Description,Contract Type,M_Actual_ServiceOrderLaborHrsTotal,Wo Status
JD,470P,6022,S101425008210142001,142500821,1,6000 HOUR SERVICE,Compact Construction Equipment,8.00,I
JD,470P,6209,S100033775780148001,3377578,1,6000 HOUR SERVICE,C&F,9.75,I
JD,470P,2824,S100064029140174003,6402914,3,647.16,C&F,1.00,I
JD,470P,2944,S101065015900106005,106501590,5,A/C COMPRESSOR BELT FAILED DUE TO FAILED IDLER,C&F,1.00,I
JD,470P,2517,S101785002400178001,178500240,1,A/C ISSUE,C&F,2.00,""
JD,470P,554,S100012895410102002,1289541,2,A/C NOT BLOWING COLD,C&F,4.25,I
JD,470P,898,S100042106760152002,4210676,2,A/C NOT WORKING,C&F,7.75,I
JD,470P,1797,S100062017550172002,6201755,2,A/C NOT WORKING,C&F,4.00,I
JD,470P,5183,S100017989530107003,1798953,3,A/C NOT WORKING,C&F,1.00,I
JD,470P,3576,S100043280380153002,4328038,2,A/C NOT WORKING - BLOWING WARM AIR,C&F,1.75,I
JD,470P,1258,S100047100520157002,4710052,2,A/C QUIT  WORKING,C&F,4.75,I
JD,470P,1111,S100047099330157002,4709933,2,AC IN OP,C&F,1.25,I
JD,470P,187,S100032565390141002,3256539,2,ACTIVATE AND ADJUST HYD. THUMB.,C&F,2.00,I
JD,470P,6,S100024869750114003,2486975,3,ACTIVATE ANTI-THEFT USING LAST 5 DIGITS OF S/N,C&F,0.75,I
JD,470P,2,S100014274300104006,1427430,6,ACTIVATE AUX HYD AND SET UP FOR PACKER AND BREAKER,C&F,25.25,I
JD,470P,5,S100017892350107003,1789235,3,ACTIVATE AUX HYDRAULICS (AT330567-2 WAY) SALES SUPPLIED,C&F,19.75,I
JD,470P,3,S100013721150103003,1372115,3,"ACTIVATE AUX HYDRAULICS, PLUMB FOR THUMB AND TILT",C&F,11.50,I
JD,470P,16,S100017943250107003,1794325,3,ACTIVATE AUX HYDRAULICS/WIRING INSTALLATION,C&F,9.00,I
JD,470P,0,S100013721810103002,1372181,2,"ACTIVATE AUX HYD'S, PLUMB FOR THUMB AND TILT",C&F,19.50,I
JD,470P,5,S100015639480105001,1563948,1,"ACTIVATE AUX PLUMBING, INSTALL THUMB.",C&F,35.00,I
JD,470P,3,S100016427780106007,1642778,7,ACTIVATE AUXIILARY PLUMBING,C&F,6.00,I
JD,470P,0,S100016441400106006,1644140,6,ACTIVATE AUXILARY HYDRAULICS,C&F,10.25,I
JD,470P,3,S100016487740106004,1648774,4,ACTIVATE AUXILARY HYDRAULICS,C&F,19.50,I
JD,470P,5,S100016425410106004,1642541,4,ACTIVATE AUXILARY HYDRAULICS,C&F,8.50,I
JD,470P,13,S100016439750106010,1643975,10,ACTIVATE AUXILARY HYDRAULICS,C&F,12.25,I
JD,470P,0,S100016497960106003,1649796,3,ACTIVATE AUXILARY PLUMBING,C&F,6.00,I
JD,470P,5,S100016494770106010,1649477,10,ACTIVATE AUXILARY PLUMBING,C&F,6.00,I
JD,470P,2,S100016527850106002,1652785,2,ACTIVATE AUXILIARY HYDRAULICS,C&F,9.00,I
JD,470P,3,S100015617390105004,1561739,4,ACTIVATE AUXILIARY HYDRAULICS,C&F,8.50,I
JD,470P,3,S100016498980106008,1649898,8,ACTIVATE AUXILIARY HYDRAULICS,C&F,10.50,I
JD,470P,5,S100016531670106001,1653167,1,ACTIVATE AUXILIARY HYDRAULICS,C&F,12.75,I
JD,470P,0,S100015641820105007,1564182,7,ACTIVATE AUXILIARY HYDRAULICS.,C&F,8.25,I
JD,470P,3,S100015647430105002,1564743,2,ACTIVATE AUXILIARY HYDRAULICS.,C&F,10.75,I
JD,470P,4,S100015650410105002,1565041,2,ACTIVATE AUXILIARY HYDRAULICS.,C&F,18.75,I
JD,470P,5,S100015621890105003,1562189,3,ACTIVATE AUXILIARY HYDRAULICS.,C&F,10.00,I
JD,470P,8,S100015642780105003,1564278,3,ACTIVATE AUXILIARY HYDRAULICS.,C&F,10.25,I
JD,470P,2,S100016493850106010,1649385,10,ACTIVATE AUXILIARY PLUMBING,C&F,6.00,I
JD,470P,2,S100016523800106004,1652380,4,ACTIVATE AUXILIARY PLUMBING,C&F,5.00,I
JD,470P,3,S100016513390106009,1651339,9,ACTIVATE AUXILIARY PLUMBING,C&F,6.00,I
JD,470P,2322,S101725000050172002,172500005,2,ACTIVE DTC,C&F,2.00,I
JD,470P,4833,S101725000640172001,172500064,1,ACTIVE DTC,C&F,3.00,I
JD,470P,6107,S101725000080172002,172500008,2,ACTIVE DTC,C&F,7.75,I
JD,470P,4,S100032160180140004,3216018,4,ADD 1/2 TANK OF FUEL,C&F,1.00,I
JD,470P,4,S100021507470111005,2150747,5,ADD CLEANUP AND DIG BUCKETS,C&F,0.75,I
JD,470P,11,S100032165210140001,3216521,1,ADD FUEL AS REQ,C&F,1.00,I
JD,470P,5,S100032168310140003,3216831,3,ADD FUEL AS REQ 1/2 TANK,C&F,1.25,I
JD,470P,4,S100047077930157001,4707793,1,ADD FUEL AS REQUIRED,C&F,0.00,I
JD,470P,2799,S100024925810114007,2492581,7,ADD GREASE TO SWING ROTEC CAVITY,C&F,2.00,I
JD,470P,2094,S101065030170106002,106503017,2,ADJUST ENGINE OIL LEVEL,C&F,0.50,I
JD,470P,10,S100043183230153002,4318323,2,ADJUST FLOW PRESSURES FOR HOEPAC,C&F,1.50,I
JD,470P,65,S100042065090152002,4206509,2,ADJUST HYDRAULIC PRESSURES,C&F,10.75,I
JD,470P,62,S100019482820109003,1948282,3,ADJUST ROPS FROM RUBBING ON CYLINDER,C&F,1.00,I
JD,470P,2799,S100024925810114005,2492581,5,ADJUST THUMB PRESSURES,C&F,3.75,I
JD,470P,376,S100024906180114007,2490618,7,ADJUST TRACK SAG,C&F,0.50,I
JD,470P,376,S100024906180114018,2490618,18,ADVISE ON POSSIBLE BOOST LEAK,C&F,5.25,I
JD,470P,7,S100052083630162005,5208363,5,AIDE EXPRESS MARDI 27 DEC,C&F,12.00,I
JD,470P,5147,S100017991860107001,1799186,1,AIR CONDITIONING POOR PERFORMANCE,C&F,1.75,I
JD,470P,1330,S101615002920161003,161500292,3,AJUSTEMENT AUX COMB DEUX POMPE TRAMAC V4700,C&F,3.25,I
JD,470P,2,S100055095040165004,5509504,4,AJUSTEMENT DE PRESSIONS,C&F,5.00,I
JD,470P,3,S100055095330165002,5509533,2,AJUSTEMENT HYDRAULIQUE,C&F,1.25,I
JD,470P,2144,S100053048780163001,5304878,1,AJUSTEMENTS VALVE A MOTEUR(TOM SUR SITE),C&F,4.50,I
JD,470P,13,S100052093050162002,5209305,2,AJUSTER AUX HYDRAULIQUE POUR ATTACHEMENT DU CLIENT,C&F,10.00,I
JD,470P,4,S100055092030165004,5509203,4,AJUSTER LES PRESSIONS,C&F,3.00,I
JD,470P,6,S100051133480161005,5113348,5,AJUSTER PRESSION AU MAX ET AJUSTER AUXILAIRE.,C&F,5.75,I
JD,470P,419,S100053045550163002,5304555,2,AJUSTER PRESSION AUXILIAIRE,C&F,6.25,I
JD,470P,275,S100052129790162002,5212979,2,AJUSTER PRESSION HYDRAULIQUE AU MAXIMUM SPEC,C&F,1.75,I
JD,470P,5,S100051110570161002,5111057,2,AJUSTER PRESSION MAX,C&F,3.00,I
JD,470P,1551,S101705010470170002,170501047,2,ALARMS GOING OFF,C&F,10.50,I
JD,470P,0,S101785002250178003,178500225,3,ALTERNATOR,C&F,2.00,""
JD,470P,4393,S100045120750155003,4512075,3,ALTERNATOR,C&F,1.50,I
JD,470P,660,S100043219680153003,4321968,3,ALTERNATOR LIGHT ON,C&F,3.50,I
JD,470P,2094,S101065030170106004,106503017,4,"ALTERNATOR/SERPENTINE BELT, R&R",C&F,1.00,I
JD,470P,2944,S101065015900106004,106501590,4,"ALTERNATOR/SERPENTINE BELT, R&R",C&F,0.25,I
JD,470P,235,S100052145190162001,5214519,1,APPEL DE SERVICE,C&F,1.75,I
JD,470P,419,S100053045550163001,5304555,1,APPEL DE SERVICE,C&F,5.50,I
JD,470P,430,S100052148850162001,5214885,1,APPEL DE SERVICE,C&F,1.50,I
JD,470P,430,S100052149890162001,5214989,1,APPEL DE SERVICE,C&F,2.00,I
JD,470P,433,S100052139250162001,5213925,1,APPEL DE SERVICE,C&F,4.00,I
JD,470P,565,S100052142030162001,5214203,1,APPEL DE SERVICE,C&F,1.00,I
JD,470P,570,S100052139480162001,5213948,1,APPEL DE SERVICE,C&F,1.50,I
JD,470P,669,S100052137160162001,5213716,1,APPEL DE SERVICE,C&F,1.00,I
JD,470P,1356,S101625004010162001,162500401,1,APPEL DE SERVICE,C&F,2.00,I
JD,470P,1845,S100053063170163001,5306317,1,APPEL DE SERVICE,C&F,2.00,I
JD,470P,1877,S101625004130162001,162500413,1,APPEL DE SERVICE,C&F,2.00,I
JD,470P,1961,S101635000930163001,163500093,1,APPEL DE SERVICE,C&F,25.00,I
JD,470P,2144,S100053047920163001,5304792,1,APPEL DE SERVICE,C&F,4.75,I
JD,470P,8398,S101635001080163001,163500108,1,APPEL DE SERVICE,C&F,10.00,I
JD,470P,9006,S101635002640163001,163500264,1,APPEL DE SERVICE,C&F,5.50,I
JD,470P,9021,S101635002800163001,163500280,1,APPEL DE SERVICE,C&F,3.00,I
JD,470P,9435,S101635003960163001,163500396,1,APPEL DE SERVICE,C&F,3.00,I
JD,470P,13812,S100053059150163001,5305915,1,APPEL DE SERVICE,Material Handling,6.00,I
JD,470P,13812,S100053060750163001,5306075,1,APPEL DE SERVICE,C&F,21.75,I
JD,470P,16,S100053045600163001,5304560,1,APPEL DE SERVICE(ROUYN NORANDA),C&F,14.25,I
JD,470P,26,S100052118480162001,5211848,1,APPLIQUER DECALQUES FRANCAIS,C&F,1.50,I
JD,470P,60,S100050194990160002,5019499,2,APRIL MONTHLY INSPECTION - 1FF470PAANF000034,C&F,3.50,I
JD,470P,105,S100030252670120009,3025267,9,ARMOUR BUCKETS,C&F,12.75,I
JD,470P,448,S100015699920105001,1569992,1,ASI,C&F,6.75,I
JD,470P,504,S100015704030105001,1570403,1,ASI,C&F,4.25,I
JD,470P,7,S100062012260172001,6201226,1,Assemble,C&F,6.00,I
JD,470P,3,S100016427780106001,1642778,1,ASSEMBLE & PDI,C&F,32.50,I
JD,470P,5,S100015626020105002,1562602,2,ASSEMBLE & PDI,C&F,31.25,I
JD,470P,6,S100015620040105001,1562004,1,ASSEMBLE & PDI,C&F,60.00,I
JD,470P,3,S100019433160109001,1943316,1,ASSEMBLE / PDI UNIT,C&F,31.75,I
JD,470P,8,S100050122160160002,5012216,2,ASSEMBLE AND INSTALL ALL COMPONENTS DELIVERED WITH MACHINE,C&F,40.00,I
JD,470P,4,S100015617380105001,1561738,1,ASSEMBLE AND PDI,C&F,63.50,I
JD,470P,8,S100062012290172001,6201229,1,ASSEMBLE AND PDI,C&F,24.00,I
JD,470P,9,S100062012280172001,6201228,1,ASSEMBLE AND PDI,C&F,15.50,I
JD,470P,5,S100016425410106001,1642541,1,ASSEMBLE AND PDI UNIT,C&F,29.50,I
JD,470P,3,S100015628450105001,1562845,1,"ASSEMBLE AND PDI, INSTALL MANUAL WEDGE BAR COUPLER.",C&F,51.25,I
JD,470P,4,S100015628950105001,1562895,1,"ASSEMBLE AND PDI, INSTALL MANUAL WEDGE BAR COUPLER.",C&F,47.25,I
JD,470P,3,S100015617390105001,1561739,1,ASSEMBLE AND PDI.,C&F,62.50,I
JD,470P,3,S100015622300105001,1562230,1,ASSEMBLE AND PDI.,C&F,41.75,I
JD,470P,4,S100015628230105001,1562823,1,ASSEMBLE AND PDI.,C&F,45.00,I
JD,470P,4,S100015639850105001,1563985,1,ASSEMBLE AND PDI.,C&F,45.50,I
JD,470P,5,S100015621890105001,1562189,1,ASSEMBLE AND PDI.,C&F,41.75,I
JD,470P,5,S100015637090105002,1563709,2,ASSEMBLE AND PDI.,C&F,46.75,I
JD,470P,5,S100024829600114005,2482960,5,ASSEMBLE BOOM & STICK,C&F,14.50,I
JD,470P,4,S100032160180140002,3216018,2,ASSEMBLE BOOM/ARM/COUNTERWEIGHT,C&F,52.25,I
JD,470P,5,S100032168310140002,3216831,2,ASSEMBLE BOOM/STICK/COUNTERWIGHT/RAILS/WALKWAY,C&F,41.75,I
JD,470P,3,S100021506800111001,2150680,1,ASSEMBLE MACHINE,C&F,40.25,I
JD,470P,6,S100015613250105001,1561325,1,ASSEMBLE MACHINE,C&F,34.00,I
JD,470P,6,S100015613270105001,1561327,1,ASSEMBLE MACHINE,C&F,48.00,I
JD,470P,7,S100035242080142003,3524208,3,ASSEMBLE MACHINE,C&F,58.25,I
JD,470P,50,S100068020530178001,6802053,1,ASSEMBLE MACHINE  CHECK GL,C&F,10.25,I
JD,470P,5,S100050138640160001,5013864,1,ASSEMBLE MACHINE & EXTEND TRACKS - BOOM/STICK/WEIGHT/WALK,C&F,40.00,I
JD,470P,5,S100035249030142002,3524903,2,ASSEMBLE MACHINE AND COMPLETE PDI,C&F,60.50,I
JD,470P,5950,S100021523550111001,2152355,1,ASSEMBLE TRACK GROUPS,C&F,10.00,I
JD,470P,2,S100016523800106001,1652380,1,ASSEMBLE UNIT,C&F,33.00,I
JD,470P,11,S100016523790106001,1652379,1,ASSEMBLE UNIT,C&F,86.75,I
JD,470P,3,S100012931490102001,1293149,1,ASSEMBLE UNIT AND PDI,C&F,73.25,I
JD,470P,3,S100012937750102001,1293775,1,ASSEMBLE UNIT AND PDI,C&F,57.50,I
JD,470P,4,S100012931480102001,1293148,1,ASSEMBLE UNIT AND PDI,C&F,62.75,I
JD,470P,1420,S101505004770150001,150500477,1,ASSEMBLE UNIT ON SITE,C&F,7.00,I
JD,470P,1,S100048069980158002,4806998,2,ASSEMBLE UNIT -PDI,C&F,18.25,I
JD,470P,3,S100015634490105001,1563449,1,"ASSEMBLE, INSTALL MANUAL WEDGE COUPLER, PDI.",C&F,58.50,I
JD,470P,5,S100015629920105001,1562992,1,"ASSEMBLE, INSTALL MANUAL WEDGE COUPLER, PDI.",C&F,46.75,I
JD,470P,3,S100015639060105002,1563906,2,"ASSEMBLE, PDI AND INSTALL MANUAL WEDGE BAR COUPLER.",C&F,48.25,I
JD,470P,7,S100015637860105001,1563786,1,"ASSEMBLE, PDI AND INSTALL MANUAL WEDGE COUPLER.",C&F,44.00,I
JD,470P,5,S100016421950106001,1642195,1,"ASSEMBLE, PDI AND SPREAD TRACKS",C&F,35.50,I
JD,470P,5,S100016421960106001,1642196,1,"ASSEMBLE, PDI AND SPREAD TRACKS",C&F,44.00,I
JD,470P,3,S100016487740106001,1648774,1,"ASSEMBLE, PDI UNIT & SPREAD TRACKS",C&F,71.75,I
JD,470P,3,S100015649020105001,1564902,1,"ASSEMBLE, PDI, INSTALL MANUAL WEDGE COUPLER.",C&F,54.00,I
JD,470P,11,S100015644960105001,1564496,1,"ASSEMBLE, PDI, INSTALL MANUAL WEDGE COUPLER.",C&F,50.25,I
JD,470P,0,S100015636000105002,1563600,2,"ASSEMBLE, PDI.",C&F,2.00,I
JD,470P,0,S100015646360105001,1564636,1,"ASSEMBLE, PDI.",C&F,49.25,I
JD,470P,1,S100015642780105001,1564278,1,"ASSEMBLE, PDI.",C&F,38.50,I
JD,470P,3,S100015642370105001,1564237,1,"ASSEMBLE, PDI.",C&F,49.75,I
JD,470P,3,S100015647430105001,1564743,1,"ASSEMBLE, PDI.",C&F,49.25,I
JD,470P,4,S100015639650105001,1563965,1,"ASSEMBLE, PDI.",C&F,51.50,I
JD,470P,4,S100015646580105001,1564658,1,"ASSEMBLE, PDI.",C&F,49.75,I
JD,470P,3,S100015630680105001,1563068,1,"ASSEMBLE. PDI, INSTALL MANUAL WEDGE COUPLER",C&F,49.25,I
JD,470P,3,S100015625150105001,1562515,1,ASSEMBLE/PDI,C&F,45.00,I
JD,470P,5,S100016418170106001,1641817,1,ASSEMBLE/PDI,C&F,15.00,I
JD,470P,5,S100016418180106001,1641818,1,ASSEMBLE/PDI UNIT,C&F,8.50,I
JD,470P,5,S100015625160105001,1562516,1,ASSEMBLE/PDI.,C&F,59.00,I
JD,470P,3,S100015614520105001,1561452,1,ASSEMBLE/PREDELIVER.,C&F,43.75,I
JD,470P,4,S100015612130105002,1561213,2,ASSEMBLE/PREDELIVER.,C&F,56.00,I
JD,470P,3,S100053035890163002,5303589,2,ASSEMBLER LES ATTACHEMENTS,C&F,42.75,I
JD,470P,35,S100062010650172001,6201065,1,ASSEMBLY,C&F,69.25,I
JD,470P,3057,S100024939090114002,2493909,2,"ASSESS SURGE TANK BLACKENING, REPLACE IF REQUIRED",C&F,13.50,I
JD,470P,7,S100015678590105004,1567859,4,ASSIST WITH PAYLOAD SCALE INSTALL.,C&F,7.75,I
JD,470P,9021,S101635002800163002,163500280,2,AUCUNE HYDRAULIQUE FONCTIONNE,C&F,19.00,I
JD,470P,6952,S100050178170160001,5017817,1,AUX HYD ISSUE.,C&F,21.50,I
JD,470P,14,S100041049220151001,4104922,1,AUX INSTALL,C&F,6.00,I
JD,470P,1057,S100041049240151001,4104924,1,AUX INSTALL,C&F,6.00,I
JD,470P,4208,S100041049230151001,4104923,1,AUX INSTALL,C&F,6.00,I
JD,470P,8,S100014266490104012,1426649,12,AUX PARTS NEEDED,C&F,33.25,I
JD,470P,3,S100064011130174006,6401113,6,AUXILLARY,C&F,31.50,I
JD,470P,0,S101535016440153002,153501644,2,"BACKUP CAMERA, R&R",C&F,0.50,""
JD,470P,1367,S100049082630159002,4908263,2,BASIC WARRANTY EXPIRY,C&F,5.50,I
JD,470P,2944,S101065015900106007,106501590,7,"BATTERY, R&R",C&F,1.25,I
JD,470P,5294,S100016576040106005,1657604,5,BEND COOLING PACKAGE DOOR FINS BACK INTO PLACE,C&F,4.25,I
JD,470P,1367,S100049083510159001,4908351,1,BESL COUPLER HOSES,C&F,3.50,I
JD,470P,1532,S100042086090152002,4208609,2,BLOWN GREASE LINE,C&F,2.50,I
JD,470P,0,S100042102680152001,4210268,1,BLOWN HOSES,C&F,3.00,I
JD,470P,3362,S100021533460111008,2153346,8,BONDO AND PAINT COUNTERWEIGHT SCRATCHES,C&F,12.75,I
JD,470P,2,S100057038530167002,5703853,2,BOOM / STICK / BUCKET / CONTREPOIDS,C&F,26.50,I
JD,470P,251,S100043264160153002,4326416,2,BOOM IS LOCKED OUT,C&F,8.50,I
JD,470P,5,S100047106210157004,4710621,4,BOOM LIGHT INOP,C&F,1.00,I
JD,470P,428,S100068026320178008,6802632,8,BOOM LIGHT NOT WORKING,C&F,0.75,I
JD,470P,357,S100057060990167001,5706099,1,BRANDT TRAVEL,C&F,6.50,I
JD,470P,909,S100042106810152001,4210681,1,BRANDT TRAVEL,C&F,1.50,I
JD,470P,931,S100042107220152001,4210722,1,BRANDT TRAVEL,C&F,2.00,I
JD,470P,1027,S100042108030152001,4210803,1,BRANDT TRAVEL,C&F,2.00,I
JD,470P,1099,S100042108460152001,4210846,1,BRANDT TRAVEL,C&F,2.00,I
JD,470P,1181,S100042109400152001,4210940,1,BRANDT TRAVEL,C&F,1.00,I
JD,470P,1189,S100042108040152001,4210804,1,BRANDT TRAVEL,C&F,3.00,I
JD,470P,1207,S100042108130152001,4210813,1,BRANDT TRAVEL,C&F,3.00,I
JD,470P,1244,S100042108380152001,4210838,1,BRANDT TRAVEL,C&F,2.00,I
JD,470P,1763,S100062014980172001,6201498,1,BRANDT TRAVEL,C&F,22.50,I
JD,470P,2362,S100041051970151001,4105197,1,BRANDT TRAVEL,C&F,24.00,I
JD,470P,3195,S100041055050151001,4105505,1,BRANDT TRAVEL,C&F,2.00,I
JD,470P,4104,S101515003190151001,151500319,1,BRANDT TRAVEL,C&F,5.50,I
JD,470P,4394,S101515002930151001,151500293,1,BRANDT TRAVEL,C&F,8.00,I
JD,470P,5950,S100058028600168001,5802860,1,BRANDT TRAVEL,C&F,18.00,I
JD,470P,1440,S100041051040151001,4105104,1,BRANDT TRAVEL TO DETOUR MINE,C&F,8.00,I
JD,470P,395,S100045076840155002,4507684,2,BROKEN FITTING BESL CPLR,C&F,4.00,I
JD,470P,1114,S101055003690105001,105500369,1,BST081-030 - END OF WARRANTY CHECKOVER\,C&F,1.75,I
JD,470P,599,S100062017920172001,6201792,1,BUCKET CYLINDER LEAKING,C&F,9.50,I
JD,470P,1036,S100043220010153002,4322001,2,BUCKET CYLINDER LEAKING,C&F,9.00,I
JD,470P,1255,S100040373390150001,4037339,1,BUCKET CYLINDER LEAKING ON MACHINE,C&F,10.00,I
JD,470P,0,S100068027100178002,6802710,2,BUCKET ISSUES,C&F,9.50,I
JD,470P,428,S100068026320178005,6802632,5,BUCKET MODIFICATION,C&F,2.00,I
BESL,470P,157,S100043259100153002,4325910,2,BUCKET NOT COMING OFF,C&F,5.50,I
JD,470P,269,S100041038970151002,4103897,2,BUCKET TILT SLOW,C&F,1.00,I
JD,470P,109,S100047097180157001,4709718,1,"BUMP PRESSURE UP A BIT, KEEP SMOOTHNESS",C&F,2.00,I
JD,470P,3102,S100043301750153002,4330175,2,CAB HAS POOR HEAT,C&F,38.51,I
JD,470P,1003,S100045083410155002,4508341,2,CAB WINDOW INSTALL,C&F,10.00,I
JD,470P,3781,S101535014960153002,153501496,2,CABLE DISCONNECTING FROM ALTERNATOR,Compact Construction Equipment,1.75,I
JD,470P,127,S100017951210107001,1795121,1,CALIBRATE & MEASURE TOPCON SYSTEM,C&F,4.50,I
JD,470P,60,S100012024930102004,1202493,4,CALIBRATE AND SET UP SMARTGRADE,C&F,8.25,I
JD,470P,20,S100015693150105001,1569315,1,CALIBRATE SMART GRADE,C&F,16.75,I
JD,470P,3,S100042076620152004,4207662,4,CALIBRATE SMARTGRADE,C&F,4.00,I
JD,470P,15,S100015690250105001,1569025,1,CALIBRATE SMARTGRADE,C&F,69.00,I
JD,470P,18,S100014366130104002,1436613,2,CALIBRATE SMARTGRADE,C&F,7.75,I
JD,470P,1501,S100040396860150001,4039686,1,CALIBRATE TOP CON,C&F,4.50,I
JD,470P,15,S100037140050127001,3714005,1,CALIBRATION FOR ACRE PRIME,Compact Construction Equipment,10.00,I
JD,470P,7,S100038011530128001,3801153,1,CALIBRATION FOR FOR CROSS LAKE JD 470P MAX AUTO EXCAVATOR,Compact Construction Equipment,7.75,I
JD,470P,16,S100053045600163002,5304560,2,CALIBRER POMPE ET PDI LIVRAISON,C&F,24.50,I
JD,470P,0,S101505002940150001,150500294,1,CHANGE BUCKET TEETH ON BUCKET,C&F,4.25,I
JD,470P,5950,S100021521860111004,2152186,4,CHANGE ENGINE OIL AND FILTER,C&F,2.25,I
JD,470P,3,S100016388730106007,1638873,7,"CHANGE HYDRAULIC OIL TO ""WINTER OIL""",C&F,3.50,I
JD,470P,3,S100016498980106009,1649898,9,CHANGE HYDRAULIC OIL TO CUSTOMER SPEC OIL,C&F,2.00,I
JD,470P,147,S100030254090120003,3025409,3,CHANGE OUTER TEETH ON DIG,C&F,0.50,I
JD,470P,0,S100051126700161010,5112670,10,CHANGER LE H DE BORD POUR GRAISSAGE.,C&F,2.00,I
JD,470P,0,S100057039660167002,5703966,2,CHANGER LES SEALS (INSTALLE EN L'ENVER) + INSTALLER ZERT,C&F,4.50,I
JD,470P,7,S100052084270162001,5208427,1,CHARGEMENT,C&F,1.00,I
JD,470P,15,S100052129760162007,5212976,7,CHARGER BUCKETS,C&F,0.75,I
JD,470P,147,S100030254090120002,3025409,2,CHECK & ADJUST PRESSURES,C&F,1.00,I
JD,470P,1014,S100043271140153006,4327114,6,CHECK & ADVISE DTC CODES / REGEN IUSSES,C&F,27.50,I
JD,470P,2787,S100043285450153001,4328545,1,"CHECK & ADVISE ON DTC ECU 000111.18, FOUND OIL IN THE",C&F,52.30,I
JD,470P,1332,S100043269280153002,4326928,2,CHECK & ADVISE ON HYD LEAK,C&F,2.50,I
BESL,470P,643,S100043306620153002,4330662,2,CHECK & ADVISE ON ISSUES WITH THE COUPLER,C&F,1.25,I
JD,470P,3122,S100043305220153001,4330522,1,CHECK & ADVISE ON LOW HYD OIL,C&F,2.75,I
JD,470P,661,S100043221780153001,4322178,1,CHECK & ADVISE PINS & BUSHING FROM BOOM TO ARM,C&F,22.00,I
JD,470P,1089,S100047114190157001,4711419,1,CHECK & FILL ALL FLUIDS,C&F,2.00,I
JD,470P,518,S100024913970114004,2491397,4,CHECK & REPAIR FOR DAMAGED ENGINE OIL PUMP,C&F,4.00,I
JD,470P,518,S100024913970114001,2491397,1,CHECK & REPAIR FOR ENGINE OIL LEAK,C&F,92.75,I
JD,470P,445,S101145001950114001,114500195,1,CHECK & REPAIR FOR NO OIL IN SWING GEARBOX & OIL IN SWING,C&F,19.25,I
JD,470P,443,S101145000840114002,114500084,2,CHECK & REPAIR FOR OIL LEAK AT FRONT OF ENGINE,C&F,81.00,I
JD,470P,445,S101145001950114002,114500195,2,CHECK & REPAIR FOR OIL LEAK AT LEFT HAND BOOM CYLINDER,C&F,9.00,I
JD,470P,443,S101145000840114001,114500084,1,CHECK & REPAIR FOR OIL LEAK AT LEFT HAND FINAL DRIVE,C&F,2.75,I
JD,470P,445,S101145001950114003,114500195,3,CHECK & REPAIR FOR OIL LEAK AT RIGHT HAND BOOM CYLINDER,C&F,9.00,I
JD,470P,444,S101145000110114001,114500011,1,CHECK & REPAIR FOR OIL LEAK AT RIGHT HAND FINAL DRIVE,C&F,2.50,I
JD,470P,441,S100024924240114002,2492424,2,CHECK & REPAIR FOR OIL LEAK AT TIMING COVER AREA,C&F,0.75,I
JD,470P,20,S100016530480106002,1653048,2,CHECK / ADJUST AUXILLARY HYDRAULICS,C&F,2.25,I
JD,470P,1511,S100068024590178002,6802459,2,CHECK A/C,C&F,9.50,I
JD,470P,1327,S100048128480158002,4812848,2,CHECK A/C NOT BLOWING COLD,C&F,8.99,I
JD,470P,1026,S100035525920143002,3552592,2,CHECK A/C NOT WORKING,C&F,4.00,I
JD,470P,1447,S100035526070143002,3552607,2,CHECK A/C NOT WORKING,C&F,7.00,I
JD,470P,287,S100019486290109001,1948629,1,CHECK ALL FLUID LEVELS,C&F,0.25,I
JD,470P,1014,S100043271140153007,4327114,7,CHECK ALL THE TRACK FRAME HARDWARE,C&F,2.25,I
JD,470P,989,S100016590290106002,1659029,2,CHECK AND ADJUST BOUNTY SHEAR SPEED,C&F,1.25,I
JD,470P,1614,S101535012200153002,153501220,2,CHECK AND ADVISE ON CAMERA ISSUES,C&F,2.25,I
JD,470P,75,S100043182810153002,4318281,2,CHECK AND ADVISE ON ENGINE OIL LEAKING,C&F,104.25,I
JD,470P,14,S100043252880153002,4325288,2,CHECK AND ADVISE ON ISSUES WITH THE SEAT,C&F,1.25,I
JD,470P,14,S100021492180111001,2149218,1,CHECK AND ADVISE ON SQUEALING NOISE,C&F,1.25,I
JD,470P,8,S100024882450114008,2488245,8,CHECK AND REPAIR FOR BACKUP CAMERA NOT WORKING,C&F,1.00,I
JD,470P,2902,S100022506290112002,2250629,2,CHECK AND REPAIR FOR BLOWING WHITE SMOKE,C&F,10.75,I
JD,470P,3231,S101125003650112002,112500365,2,CHECK AND REPAIR FOR INTERMITTANT WHITE/BLUE SMOKE,C&F,8.75,I
JD,470P,518,S100024913970114003,2491397,3,CHECK AND REPAIR FOR LEAKING WATER PUMP TO COVER MOUNT,C&F,5.25,I
JD,470P,7,S100024851420114017,2485142,17,CHECK AND REPAIR FOR SERVICE CODE 011200.03,C&F,4.50,I
JD,470P,0,S100016544170106001,1654417,1,CHECK AND REPAIR UNIT FOR NO START/CODES,C&F,3.75,I
JD,470P,281,S100050209330160003,5020933,3,CHECK AND REPORT ON FUEL CAP,C&F,0.65,I
